205855,7045155,1,373.79999,8.440008544921909,-44.96627471972656,119.80288,36.528687,286.46634,338.29163,1229.9807,932,63.41293,9.103385,110.18743,29.626266
205865,7045155,1,375.39999,6.100012207031227,-45.0622750859375,119.80288,36.528687,286.46634,338.29163,1229.9807,893,63.412937,9.1035843,107.35401,28.581535
207085,7045155,1,281.5,7.160009765624977,-35.3646025234375,121.76984,41.613483,269.06046,329.02646,1195.0629,3833,63.41394,9.1278868,6.340466,9.0047054
207095,7045155,1,279.70001,8.639978027343773,-35.25660325585937,121.76984,41.613483,269.06046,329.02646,1195.0629,3807,63.413952,9.128087,6.3403835,12.755877
205835,7045145,1,373.39999,9.279995727539074,-44.9422750859375,119.80288,36.528687,286.46634,338.29163,1229.9807,876,63.412823,9.1030054,122.52221,32.877041
205845,7045145,1,376.70001,5.639984130859375,-45.14027618457031,119.80288,36.528687,286.46634,338.29163,1229.9807,913,63.41283,9.1032038,119.07784,30.933559
205855,7045145,1,379.20001,3.039984130859409,-45.29027618457031,119.80288,36.528687,286.46634,338.29163,1229.9807,921,63.412842,9.103404,111.14604,29.608055
207075,7045145,1,282.79999,6.970007324218727,-35.44260179101563,121.76984,41.613483,269.06046,329.02646,1195.0629,3973,63.413845,9.1277056,354.80585,6.3029866
207085,7045145,1,281.70001,8,-35.37660325585937,121.76984,41.613483,269.06046,329.02646,1195.0629,3946,63.413853,9.1279058,358.50558,8.1829538
205825,7045135,1,375.70001,6.97998046875,-45.08027618457031,119.80288,36.528687,286.46634,338.29163,1229.9807,979,63.412727,9.1028242,118.21019,32.723835
205835,7045135,1,378.70001,3.979977416992199,-45.26027618457031,119.80288,36.528687,286.46634,338.29163,1229.9807,919,63.412735,9.1030235,120.44179,31.460239
207065,7045135,1,283.70001,7.16998291015625,-35.49660325585938,121.76984,41.613483,269.06046,329.02646,1195.0629,3975,63.413746,9.1275263,355.0303,6.5846996
207075,7045135,1,282.60001,8.029998779296875,-35.43060288964843,121.76984,41.613483,269.06046,329.02646,1195.0629,4068,63.413754,9.1277246,346.82764,6.8809414
205815,7045125,1,378.5,4.579992675781227,-45.24827545214843,119.80288,36.528687,286.46634,338.29163,1229.9807,1016,63.412628,9.102644,117.5164,31.218298
205825,7045125,1,381.10001,1.579986572265625,-45.40427581835937,119.80288,36.528687,286.46634,338.29163,1229.9807,961,63.412636,9.1028433,117.83321,30.154907
207055,7045125,1,284.89999,6.380010986328159,-35.56860215722656,121.76984,41.613483,269.06046,329.02646,1195.0629,3897,63.413651,9.1273451,2.2025659,7.4123235
207065,7045125,1,283.60001,7.449996948242188,-35.49060288964844,121.76984,41.613483,269.06046,329.02646,1195.0629,4026,63.413658,9.1275444,352.30374,7.970202
205795,7045115,1,377.79999,6.060003662109352,-45.20627471972657,119.80288,36.528687,286.46634,338.29163,1229.9807,1759,63.412521,9.1022644,123.08481,30.574102
205805,7045115,1,380.79999,2.70001220703125,-45.38627471972656,119.80288,36.528687,286.46634,338.29163,1229.9807,1728,63.412533,9.1024628,120.78655,29.002766
205815,7045115,1,383.5,-0.4200073242187727,-45.54827545214844,119.80288,36.528687,286.46634,338.29163,1229.9807,1752,63.41254,9.1026621,119.60985,27.754198
207045,7045115,1,286.29999,5.120007324218761,-35.65260179101563,121.76984,41.613483,269.06046,329.02646,1195.0629,3923,63.413551,9.1271639,359.99963,6.9839287
207055,7045115,1,285,6.260006713867199,-35.5746025234375,121.76984,41.613483,269.06046,329.02646,1195.0629,3974,63.413559,9.1273632,356.57593,8.3351784
205785,7045105,1,379.10001,4.939996337890648,-45.28427581835938,121.88291,39.009212,286.46634,338.29163,1229.9807,1745,63.412426,9.1020832,122.74977,30.605545
205795,7045105,1,382.39999,1.459997558593727,-45.4822750859375,119.80288,36.528687,286.46634,338.29163,1229.9807,1852,63.412434,9.1022816,123.24699,28.283617
207045,7045105,1,286.29999,5.120007324218761,-35.65260179101563,121.76984,41.613483,269.06046,329.02646,1195.0629,4018,63.413464,9.127182,352.18491,7.3333979
205765,7045095,1,379.89999,4.140008544921898,-46.98752324658203,121.88291,39.009212,286.46634,338.29163,1229.9807,903,63.412319,9.1017027,103.73627,32.495846
205775,7045095,1,381.60001,2.819995117187545,-47.08952397900391,121.88291,39.009212,286.46634,338.29163,1229.9807,921,63.412327,9.101902,110.69547,31.018541
205785,7045095,1,384.10001,-0.06000366210935226,-45.58427581835937,121.88291,39.009212,286.46634,338.29163,1229.9807,1620,63.412334,9.1021013,117.43752,28.841391
207035,7045095,1,287.20001,4.339987182617222,-35.70660325585937,121.5526,40.31036,269.06046,329.02646,1195.0629,4002,63.413364,9.1270008,352.56906,6.6152554
207045,7045095,1,286,5.419995117187511,-35.6346025234375,121.76984,41.613483,269.06046,329.02646,1195.0629,4073,63.413372,9.1272001,348.88739,8.1199121
207185,7045095,1,266,15.70001220703125,-34.4346025234375,121.76984,41.613483,269.06046,329.02646,1195.0629,3454,63.413486,9.1299887,45,6.6547675
207195,7045095,1,265.39999,14.54000244140627,-34.39860215722656,121.76984,41.613483,269.06046,329.02646,1195.0629,3353,63.413498,9.1301889,59.250046,6.5548353
207205,7045095,1,265,12.60000610351562,-34.3746025234375,121.76984,41.613483,269.06046,329.02646,1195.0629,3286,63.413506,9.1303883,59.226089,7.3777428
207215,7045095,1,264.20001,11.45999755859373,-34.32660325585937,121.76984,41.613483,269.06046,329.02646,1195.0629,3325,63.413513,9.1305866,41.855045,9.1522512
207225,7045095,1,262.60001,10.01000061035154,-34.23060288964844,121.76984,41.613483,269.06046,329.02646,1195.0629,3512,63.413521,9.1307859,20.668764,12.577309
205745,7045085,1,384,-0.2699951171874773,-47.23352361279297,121.88291,39.009212,286.46634,338.29163,1229.9807,1196,63.412212,9.1013231,101.16331,29.88262
205755,7045085,1,384.89999,-0.899993896484375,-47.28752324658203,121.88291,39.009212,286.46634,338.29163,1229.9807,1080,63.412224,9.1015224,100.81937,29.798906
