954970,7920430,-87.72639154966562,1,57.099998
950800,7917290,-87.35616016530997,1,83.300003
951720,7915710,-88.88924841193383,1,77.300003
954470,7913220,-93.93783613608532,1,134
953230,7910230,-81.09863629146933,1,86.300003
955590,7908860,-86.78540385724395,1,120.8
963930,7904650,-96.02817840181906,1,86.199997
1040300,7903870,-90.93847691972141,1,52.799999
955390,7903450,-84.48982835705496,1,22.4
1017730,7901100,-101.7359751506688,1,111.5
1017800,7901000,-101.5688714400719,1,82.900002
944950,7899660,-72.28149994558994,1,94.599998
974720,7899400,-89.64732352000937,1,67
1000500,7898910,-100.592108867307,1,140.10001
1038820,7898380,-97.27733261528419,1,32
1000370,7898300,-96.52102746631449,1,86.800003
1000450,7897960,-95.11218166904865,1,16.200001
965170,7897800,-95.82129822137561,1,39
999690,7897410,-93.10181889932821,1,4.3000002
950150,7896950,-87.52157189491652,1,119.1
975960,7896160,-92.11612441359631,1,126.7
996240,7894500,-94.2075351329684,1,102.2
996260,7894460,-94.71352351419333,1,106.1
946720,7894270,-78.58738311824347,1,40.799999
972570,7891700,-92.58930076785298,1,104.8
1051200,7891150,-99.65431163874391,1,56.700001
853510,7890510,-78.50896952516429,1,94
944880,7890200,-89.24746385033791,1,148.7
1050780,7890120,-100.5574774595731,1,44.5
969800,7889780,-94.84339505020715,1,54.700001
1048810,7889360,-100.8040119845525,1,38.400002
1047130,7889230,-102.3712458738418,1,92
996600,7888890,-92.95083506594403,1,47
1037970,7888380,-111.2011822731677,1,179.3
986060,7885570,-90.01025503250179,1,87
946560,7885370,-86.30447664945387,1,82.199997
950240,7885210,-99.0863229237285,1,135.2
948250,7884820,-90.48386887971235,1,45.200001
985510,7884530,-89.41732742484265,1,46.099998
973070,7883660,-96.84100467549091,1,69
995250,7882530,-102.9134365376316,1,163.8
995140,7882340,-101.3171679552476,1,105.5
966180,7882320,-101.0739114926509,1,59.900002
945050,7882190,-88.99263749405813,1,166.89999
983450,7881670,-91.69291805158873,1,77.699997
982830,7880500,-90.9800325523064,1,67.199997
996580,7880280,-103.7575602203091,1,123.5
959360,7879120,-108.3770333788961,1,117.5
955150,7878010,-109.6625136786096,1,161.7
945210,7877890,-92.29903193266459,1,148.60001
915250,7877850,-96.44901467966517,1,93.599998
944520,7877840,-94.71265647841304,1,204.10001
958510,7877520,-110.2222287136221,1,110.9
949660,7877440,-96.6986161959029,1,105.3
946480,7877390,-96.1779330218499,1,178
914040,7877150,-96.93138747656735,1,87.400002
1006370,7876800,-121.2385859827656,1,183.89999
1005190,7876600,-120.5010123170311,1,186.8
924290,7876580,-90.15779765378488,1,63.200001
950590,7876520,-100.5472710720126,1,114.6
952400,7876150,-106.0329685164442,1,130.3
941880,7875590,-79.33273005770103,1,35.200001
997100,7874450,-114.5652709603469,1,185.89999
1005910,7874270,-125.1099052208147,1,227.5
955600,7874140,-111.2300145104713,1,135.2
997570,7873870,-114.9628837400907,1,168.60001
912370,7873850,-103.0216390695839,1,139
928290,7873650,-82.86325692876579,1,64.599998
956440,7873600,-111.8131847281131,1,123.7
1016190,7873250,-126.9514176566608,1,194
928270,7872890,-84.74660291930937,1,105
957170,7872750,-113.6751047031432,1,154.3
919970,7872730,-102.1255154584138,1,142.10001
988960,7871820,-111.9947812808391,1,156.3
855300,7871410,-83.19660578329747,1,45.5
1007240,7871320,-127.8689026156825,1,247.3
911760,7871110,-102.7989619923473,1,127.5
973780,7871040,-111.2867804980805,1,171.2
973490,7871020,-112.5179341982025,1,193.89999
988550,7870980,-117.8924067708343,1,232
911270,7870760,-103.1929550160096,1,134.2
942220,7870430,-81.47103332991691,1,34.099998
978340,7870020,-103.7367271580534,1,115.6
972940,7869950,-112.9190650532544,1,157.10001
999470,7869870,-127.0683201977149,1,230.60001
910180,7869660,-104.3988116921639,1,148.89999
1000220,7869590,-123.8026720406562,1,179.5
806810,7869460,-51.6911211339918,1,110
946150,7869410,-104.0204149927409,1,188.7
928480,7869220,-85.72172651457701,1,96.599998
908890,7868970,-103.7249028408691,1,126
912030,7868960,-106.7678857219672,1,177.5
972160,7868780,-115.7977698846209,1,182.89999
1006790,7868400,-129.0109942210482,1,239.89999
949720,7868
230,-116.6131374293267,1,250.39999
800030,7867920,-59.40622955018161,1,62.700001
944690,7867910,-96.42290325747805,1,171.10001
944250,7867730,-90.72402717423999,1,104.3
996600,7867690,-130.5041379309082,1,235.2
910760,7867090,-108.1311903662484,1,182.89999
996660,7867060,-131.6088072486322,1,261.60001
910450,7866800,-108.0919679911711,1,191.5
904020,7866790,-96.78575648055106,1,107.4
945820,7866560,-93.84252686986531,1,53.700001
1005930,7866390,-128.2305061946167,1,241.10001
1005980,7866100,-127.8673369446211,1,193.7
1000170,7866010,-127.561757735954,1,223.60001
909150,7865980,-106.9474662458078,1,161
804290,7865750,-54.47565452693917,1,106
908580,7865670,-106.0153101083437,1,140.7
976690,7865420,-112.9811133904111,1,149.60001
973750,7865370,-115.8830083123587,1,124.6
947900,7865360,-102.7781680538153,1,109.8
973640,7865300,-115.706369524291,1,121.2
996540,7865220,-129.6501156446117,1,207.60001
791210,7864900,-57.08706121172137,1,104.6
988230,7864770,-129.842577227317,1,194.89999
879280,7864630,-92.57085548361935,1,203.5
971690,7864630,-120.7293680142174,1,214.7
972650,7864400,-118.0371100075735,1,163.39999
999490,7864390,-130.8073176278312,1,252.8
1001550,7864340,-131.86129815774,1,268.29999
795940,7864100,-60.04649875502946,1,99.900002
950000,7864030,-115.9147640854962,1,239.89999
980850,7864000,-124.0369171566659,1,245
982840,7863880,-122.7383408627957,1,132.89999
950860,7863830,-120.1949837798242,1,260.70001
976880,7863800,-118.0602174966138,1,182.89999
977570,7863800,-115.4976832206477,1,93.599998
796140,7863490,-64.77232113976039,1,151.3
947170,7863380,-102.9713368768897,1,146.2
994150,7862970,-131.696805518263,1,201.60001
790370,7862900,-63.07388551681426,1,109
803430,7862570,-58.07082056701005,1,168.89999
945680,7862350,-104.652626610955,1,170
972250,7862180,-120.0092157120124,1,175.2
859120,7861650,-101.4341912105092,1,145.10001
878080,7861600,-89.23147048987219,1,82.5
941530,7861480,-96.51482068549991,1,145.89999
1001460,7861210,-133.8786818282563,1,232.89999
799620,7861150,-61.9034850566076,1,92.099998
947450,7860990,-110.6366316356116,1,142.5
999620,7860940,-132.0255772709862,1,219.5
1000700,7860860,-133.6373653860144,1,224.39999
945960,7860740,-106.9449323757793,1,168.89999
994160,7860700,-133.6000563166417,1,208.7
950960,7860680,-116.0827698705389,1,143.2
901750,7860630,-103.9129893449328,1,103.2
947290,7860200,-111.0543042539579,1,149.89999
950350,7859910,-116.9976156886542,1,184
953710,7859680,-125.9746241712356,1,227.60001
855970,7859420,-100.603078058662,1,145
875910,7859240,-100.1517079404922,1,200.8
948060,7859020,-114.3308587811503,1,156.89999
927710,7858090,-100.3414921940756,1,139
944440,7858010,-111.6678285139523,1,164.7
873480,7857830,-102.1465362554693,1,123.1
1001900,7857820,-136.646866836312,1,232.10001
938000,7857740,-98.7202418799593,1,67.199997
872870,7857600,-104.5904525652634,1,140.39999
1023150,7857170,-133.492145522617,1,234.2
945140,7857050,-114.6002960468491,1,138.5
944390,7857040,-112.1756306267283,1,117.8
945530,7856730,-116.5945433974182,1,170.39999
897870,7856640,-99.93023899007511,1,40
873560,7856560,-101.2219839568474,1,101.2
864550,7856520,-110.1009064338395,1,158.2
799450,7856510,-62.98689252105564,1,144.39999
941450,7856020,-114.3452175202567,1,217.2
900670,7855810,-110.5852789496466,1,106
1037310,7855220,-137.9556664203955,1,239.8
937050,7854770,-104.2177257173056,1,126
927400,7854650,-106.2702470619293,1,163.10001
1007500,7854480,-142.3109472785541,1,263.20001
866090,7854470,-110.716299300225,1,154.3
936480,7854370,-99.79816395255541,1,20.4
899200,7854320,-110.3029457497243,1,119
905380,7854230,-120.1086685774736,1,197.60001
899210,7854040,-112.3771572084362,1,147.10001
932930,7853850,-101.0300497886665,1,96.599998
874940,7853310,-100.6947457293853,1,130.2
928100,7853010,-104.0780068496631,1,82.900002
898470,7852760,-110.7236490120504,1,119.5
904570,7852500,-120.9705637500956,1,204.3
797400,7852470,-77.26599804697109,1,338.20001
1036440,7852390,-140.9282363176214,1,200
978430,7852330,-139.3886161433563,1,269.5
933660,7852000,-105.5305802206607,1,62.799999
945650,7851970,-12
5.1700973226901,1,187.10001
797250,7851960,-69.07248777836541,1,155.2
979680,7851600,-140.1252125431797,1,268.20001
929330,7851140,-102.3560275234449,1,61
872460,7851080,-105.2441388421384,1,96.599998
979580,7851060,-140.3532568995444,1,251
982460,7851000,-139.6375597170902,1,227.3
987240,7851000,-141.20218295304,1,186.7
798600,7850960,-56.65512420491105,1,42.299999
934950,7850780,-114.3067437071596,1,189
926740,7850590,-112.8496315759955,1,160.5
977020,7850580,-139.9773710826834,1,244.39999
912360,7850130,-125.9811210976796,1,242.8
865310,7850090,-112.5348656955147,1,216
812370,7850040,-63.00114590605202,1,120.4
793620,7849630,-71.66777099370019,1,86.400002
937970,7849540,-125.0905424040652,1,215.39999
983860,7849520,-141.0555466035351,1,196.3
1012340,7849390,-142.0000000000749,1,219.89999
932720,7849300,-111.6418898651699,1,133.8
921200,7849260,-122.2210978928738,1,247.2
1045200,7849210,-131.9823930527981,1,191.10001
927790,7849110,-110.4120471610258,1,132.39999
935650,7848890,-119.3888629054918,1,134.3
935990,7848880,-121.016043851521,1,186.3
896350,7848730,-105.2803058276203,1,95.800003
903110,7848620,-120.0047021492438,1,220.3
1054650,7848470,-119.383231429275,1,178.89999
927630,7848430,-113.3264198202607,1,127.4
1029730,7848410,-139.6265852922647,1,173.7
