V1,V2
1,(Intercept),0.584593234751772
2,water_t,0.195773642272906
3,curvature,0.0234013764631983
4,slope_t,0.425920191525356
5,bio10,0.0326152635753454
6,bio15,0.92768569585272
7,bio19,0.269660105259953
8,tpi_10000,0.802183523661627
9,exposure_t,-0.0268308720433933
10,bio02,2.22405341416119
11,height_t,-2.66610564527346
